;word;frequency;category;;Colors
13166;newdealfornature;2;climate;;
13219;stopheathrowexpansion;2;climate;;
13285;bushfirecrisis;2;climate;;
13286;thisisclimatechange;2;climate;;
13298;ecotainment;2;climate;;
13300;unsustainably;2;climate;;
13358;notherenotanywhere;2;climate;;
13361;protecttheamazon;2;climate;;
13371;parentsplea;2;climate;;
13373;banglyphosate;2;climate;;
13375;theairwebreathe;2;climate;;
13389;parentsforfuturelondon;2;climate;;
13409;fossilfuelindustry;2;climate;;
13471;xrbuddhists;2;climate;;
13497;sustainablechristma;2;climate;;
13526;klimakatastrophe;2;climate;;
13582;culturechangenotclimatechange;2;climate;;
13629;ourhouseisonfire;2;climate;;
13635;naturalclimatesolution;2;climate;;
13641;climatecrisi;2;climate;;
13655;decarbonised;2;climate;;
13688;sustainabledevelopment;2;climate;;
13743;climateactivism;2;climate;;
13762;carbondivestment;2;climate;;
13847;planetbeforeprofit;2;climate;;
13859;ecoliteracy;2;climate;;
13881;nepocide;2;climate;;
13895;ourfuturesgoingupinsmoke;2;climate;;
13924;energytransition;2;climate;;
13930;agrochemical;2;climate;;
13931;ecoagriculture;2;climate;;
13951;climatejusticeissocialjustice;2;climate;;
13975;bushfiresaustralia;2;climate;;
13990;jakartafloods;2;climate;;
14007;greeninfrastructure;2;climate;;
14065;australianopen;2;climate;;
14067;reused;2;climate;;
14069;australianbushfi;2;climate;;
14088;endfossilfinance;2;climate;;
14103;farmersforclimateaction;2;climate;;
14123;climatemergency;2;climate;;
14137;ourislandsourhome;2;climate;;
14195;bioamrywiaeth;2;climate;;
14211;fossilfreefuture;2;climate;;
14221;climatesolution;2;climate;;
14222;ecologicalcri;2;climate;;
14231;climaterefugee;2;climate;;
14277;pollluter;2;climate;;
14312;atmosphe;2;climate;;
14314;envrionment;2;climate;;
14344;primatologist;2;climate;;
14393;climatebrawl;2;climate;;
14395;nocashforcarbon;2;climate;;
14418;xrsouthwarkdrummer;2;climate;;
14420;ornithologist;2;climate;;
14465;actforamazonia;2;climate;;
14476;bioma;2;climate;;
14483;nobristolairportexpansion;2;climate;;
14502;cleanairnow;2;climate;;
14547;speciesextinction;2;climate;;
14548;citizensassemblyuk;2;climate;;
14571;noairportexpans;2;climate;;
14588;regenerationrising;2;climate;;
14592;parentsforfutureuk;2;climate;;
14608;locustplague;2;climate;;
14627;bpornotbp;2;climate;;
14628;lifeonearth;2;climate;;
14644;notoairportexpansion;2;climate;;
14667;nomoregreenwash;2;climate;;
14683;sustainabilityfair;2;climate;;
14688;ecostickcampaign;2;climate;;
14768;climatechaoskill;2;climate;;
14789;brushfire;2;climate;;
14803;exctinction;2;climate;;
14825;contaminated;2;climate;;
14902;xrfashionaction;2;climate;;
14907;indigenousrigh;2;climate;;
14976;nofashiononadeadplanet;2;climate;;
14990;climateemergencyno;2;climate;;
14997;savetheforest;2;climate;;
14998;capitalismisdestroyingourearth;2;climate;;
15003;greenenergy;2;climate;;
15004;greeningtheborough;2;climate;;
15088;gogreen;2;climate;;
15140;xrdecolonisedecarbonise;2;climate;;
15195;loveourplanet;2;climate;;
15205;righttobreathe;2;climate;;
15226;environmentagency;2;climate;;
15229;civildisobedien;2;climate;;
15231;endcoal;2;climate;;
15233;climateemargency;2;climate;;
15241;ecosyste;2;climate;;
15282;discobedient;2;climate;;
15316;deforestat;2;climate;;
15339;teachersagainstclimatebreakdown;2;climate;;
15381;climateassemb;2;climate;;
15425;endangeredspeciesact;2;climate;;
15492;unrecyclable;2;climate;;
15506;fridaysforfutureglobal;2;climate;;
15519;dontbuythesun;2;climate;;
15541;urbangreenplan;2;climate;;
15547;euclimatelaw;2;climate;;
15582;greentransition;2;climate;;
15604;plantbasedfoodsystem;2;climate;;
15646;recycl;2;climate;;
15647;fuellingourextinction;2;climate;;
15675;eastlondonclimatesummit;2;climate;;
15689;planetarycr;2;climate;;
15745;animalactivism;2;climate;;
15770;stopfossilfuel;2;climate;;
15771;locustinvasion;2;climate;;
15876;everydaywildlife;2;climate;;
15880;environmentali;2;climate;;
15946;systemchangenow;2;climate;;
16016;lowcarbonfuture;2;climate;;
16019;protectourwildlife;2;climate;;
16022;savethetree;2;climate;;
16030;peatfreeapril;2;climate;;
16032;cyanide;2;climate;;
16055;climatesafestreet;2;climate;;
16073;climatest;2;climate;;
16138;emmission;2;climate;;
16143;lovenature;2;climate;;
16144;saveourtree;2;climate;;
16182;ecologicalbreakd;2;climate;;
16187;cardependancy;2;climate;;
16190;regenerativedesign;2;climate;;
16255;extinctiorebellion;2;climate;;
16256;globaljustice;2;climate;;
16262;heatstroke;2;climate;;
16315;extinctionendshere;2;climate;;
16323;biofuelwatch;2;climate;;
16334;motorphile;2;climate;;
16360;citizensassemblies;2;climate;;
16364;daysofclimateaction;2;climate;;
16372;tellthetruthbelgium;2;climate;;
16380;wildflowerhour;2;climate;;
16428;cookingforclimate;2;climate;;
16437;letterstomotherearth;2;climate;;
16456;sustainablity;2;climate;;
16463;planetofthehumans;2;climate;;
16471;climatestrikeonl;2;climate;;
16492;shutcityairport;2;climate;;
16508;citynaturechallenge;2;climate;;
16532;veganfood;2;climate;;
16540;doughnuteconomics;2;climate;;
16566;fossilfuelsgameover;2;climate;;
16587;reconnectwithnature;2;climate;;
16642;plantingforjustice;2;climate;;
16689;artrebellion;2;climate;;
16693;xrpaintthestreets;2;climate;;
16706;earthovershootday;2;climate;;
16722;brooklandscommunitypark;2;climate;;
16730;thepriceofeverything;2;climate;;
16739;unifyingflyingobjects;2;climate;;
16745;notbpportrait;2;climate;;
16770;saveourforest;2;climate;;
16774;coalfreemonth;2;climate;;
16783;zerowastewale;2;climate;;
16788;climateresistance;2;climate;;
16826;soundsoftherebellion;2;climate;;
16840;pollutio;2;climate;;
16841;biohazard;2;climate;;
16858;streetsforpeople;2;climate;;
16865;asbestos;2;climate;;
16878;incredibleediblewrecsam;2;climate;;
16893;pavementplant;2;climate;;
16915;spacestobreathe;2;climate;;
16926;wellbeingeconomic;2;climate;;
16935;zerocarbonfuture;2;climate;;
16983;noisepollution;2;climate;;
16998;emergencyourplanetmatter;2;climate;;
17023;noforestsnofuture;2;climate;;
17026;makespaceforbike;2;climate;;
17033;foodrevolution;2;climate;;
13594;nswfire;2;climate;;
14094;fires;2;climate;;
14272;regenerat;2;climate;;
14849;indigenousri;2;climate;;
16330;indigen;2;climate;;
17150;globalstrikeforclimate;1;climate;;
17151;strikeforclimate;1;climate;;
17222;kickpollutersout;1;climate;;
17230;cumbresocialclima;1;climate;;
17314;repairnotreplace;1;climate;;
17323;extinctionrebellionfamilie;1;climate;;
17361;rewildingwintercabaret;1;climate;;
17362;netzerocarbon;1;climate;;
17370;voteenvironment;1;climate;;
17397;ecologicalandclimateemergency;1;climate;;
17402;stepuptoclimateemergency;1;climate;;
17418;makeecosidelaw;1;climate;;
17420;friendsoftheearth;1;climate;;
17454;emergenciaclim;1;climate;;
17455;rebeli;1;climate;;
17472;extinctionelection;1;climate;;
17481;climatehustings;1;climate;;
17494;systemchangecrisi;1;climate;;
17500;parentforfuture;1;climate;;
17510;environmentdefender;1;climate;;
17518;poweringpastcoal;1;climate;;
17539;eugreendeal;1;climate;;
17554;climaterealitycheck;1;climate;;
17564;severeweatherwarning;1;climate;;
17593;airqualitycrisis;1;climate;;
17640;climateresearch;1;climate;;
17641;whatisyourpriority;1;climate;;
17646;climateplan;1;climate;;
17654;carbonmarket;1;climate;;
17655;leedsclimate;1;climate;;
17668;votefrackfree;1;climate;;
17669;letcommunitiesdecide;1;climate;;
17729;humanbeingnothumanbuye;1;climate;;
17731;imsohappyigrewup;1;climate;;
17768;oceansofplastic;1;climate;;
17769;citezenassembalie;1;climate;;
17770;foodfaiure;1;climate;;
17782;climatereporte;1;climate;;
17802;paleoclimate;1;climate;;
17833;hantsiwwildlife;1;climate;;
17835;carbonisedpleb;1;climate;;
17839;christmasdoesnthavetocosttheearth;1;climate;;
17868;childrenvsclimatecrisis;1;climate;;
17874;nofrackinganywhere;1;climate;;
17877;genotoxicity;1;climate;;
17879;airemergency;1;climate;;
17902;operationbigbird;1;climate;;
17903;discodisobedience;1;climate;;
17906;rebellioniscreative;1;climate;;
17910;ecologicalemerg;1;climate;;
17915;ditchbusinessasusual;1;climate;;
17934;foodvulnerability;1;climate;;
17989;nuclearban;1;climate;;
18004;regenerativeresistence;1;climate;;
18033;nonewfossilfuel;1;climate;;
18049;livableplanet;1;climate;;
18057;wearenaturedefendingitself;1;climate;;
18072;citezenassemblie;1;climate;;
18078;citizenassenblie;1;climate;;
18164;savetalabirafor;1;climate;;
18166;ecocideemergency;1;climate;;
18174;leedsnorthw;1;climate;;
18220;naturalcarbonsolution;1;climate;;
18228;klimaproteste;1;climate;;
18246;frackfreesurrey;1;climate;;
18256;speaktruth;1;climate;;
18258;regenativeresistance;1;climate;;
18300;conscientiousprotector;1;climate;;
18346;xrregenerative;1;climate;;
18349;saveourchildren;1;climate;;
18350;recycledplastic;1;climate;;
18351;xrebellionuk;1;climate;;
18378;climateac;1;climate;;
18379;climatestrikers;1;climate;;
18385;onebilliontreesforafrica;1;climate;;
18421;climategrief;1;climate;;
18456;climatecrise;1;climate;;
18458;naturkatastrophe;1;climate;;
18462;planetaremergency;1;climate;;
18476;meterological;1;climate;;
18489;climatecitizensassembly;1;climate;;
18492;earthrise;1;climate;;
18504;emisson;1;climate;;
18533;climateleader;1;climate;;
18579;reforest;1;climate;;
18594;bottledwater;1;climate;;
18603;orangutans;1;climate;;
18605;biologi;1;climate;;
18627;letrussiastrike;1;climate;;
18632;sustainableinvestmemt;1;climate;;
18642;klimaatverwoestende;1;climate;;
18644;nodrillhorsehill;1;climate;;
18654;climateart;1;climate;;
18671;systemchangenotclimatechanbe;1;climate;;
18700;savetheturtle;1;climate;;
18703;extinctioncrisis;1;climate;;
18721;saynotoglyphosate;1;climate;;
18722;buybeefriendly;1;climate;;
18744;vegetanuary;1;climate;;
18754;aborigine;1;climate;;
18769;nanoplastic;1;climate;;
18783;greeeeenwash;1;climate;;
18784;greeenwash;1;climate;;
18794;yourchildrensfuture;1;climate;;
18802;biochemistry;1;climate;;
18803;australiawildfire;1;climate;;
18820;isecocide;1;climate;;
18821;carboncarnage;1;climate;;
18851;hotnewworld;1;climate;;
18856;indonesiaflood;1;climate;;
18875;australiaisburning;1;climate;;
18877;powertothepeopletv;1;climate;;
18909;klimatforskare;1;climate;;
18916;frackfreewale;1;climate;;
18918;citizensassemby;1;climate;;
18919;rehabilitation;1;climate;;
18948;carbonbrief;1;climate;;
18958;climateergency;1;climate;;
19028;extinctionvacation;1;climate;;
19047;thunderstorm;1;climate;;
19076;towardstenpercenttreecover;1;climate;;
19085;climatemajority;1;climate;;
19101;standwithindonesia;1;climate;;
19121;criseclimatique;1;climate;;
19123;shutdownadani;1;climate;;
19125;keepfossilfuelsintheground;1;climate;;
19129;glittercardamnesty;1;climate;;
19130;wastelessmarket;1;climate;;
19134;netzerouk;1;climate;;
19157;ecoagreculture;1;climate;;
19170;ecoligicalemergency;1;climate;;
19180;methanehydrate;1;climate;;
19183;trainsnotplane;1;climate;;
19196;globalecogenocide;1;climate;;
19201;extremesinge;1;climate;;
19202;extremecupsoftea;1;climate;;
19232;crisiecol;1;climate;;
19285;xrart;1;climate;;
19286;xrcommunity;1;climate;;
19301;writersrebellion;1;climate;;
19312;fuellingextinction;1;climate;;
19313;ecologicalgrief;1;climate;;
19332;ecogenocide;1;climate;;
19335;australianbushf;1;climate;;
19344;bushfirecrisisaustralia;1;climate;;
19345;saveourdownland;1;climate;;
19346;demandclimateaction;1;climate;;
19351;lakeshorecleanup;1;climate;;
19359;notinmytank;1;climate;;
19363;nomoreglyphosate;1;climate;;
19372;wildfires;1;climate;;
19384;rewild_hollingbury;1;climate;;
19396;citizensasssembly;1;climate;;
19399;investinwind;1;climate;;
19448;climatique;1;climate;;
19449;climatiques;1;climate;;
19461;notextremist;1;climate;;
19491;environmentallyfriendly;1;climate;;
19501;climateprotest;1;climate;;
19515;rogerforclimate;1;climate;;
19519;refurbishdon'tdemolish;1;climate;;
19522;protecttheocean;1;climate;;
19527;savesouthwarktree;1;climate;;
19528;dontdemolishrefurbish;1;climate;;
19572;protectourgreenspace;1;climate;;
19573;declareclimateemergency;1;climate;;
19597;stopthepigfarm;1;climate;;
19602;takeclimateact;1;climate;;
19621;savethebees;1;climate;;
19623;nativeplant;1;climate;;
19657;cephalopod;1;climate;;
19680;climatecommunity;1;climate;;
19696;stopthemoneypipe;1;climate;;
19729;interspecie;1;climate;;
19738;xrebellionwa;1;climate;;
19780;penguinawarenessday;1;climate;;
19781;emperorpenguin;1;climate;;
19789;birdwatching;1;climate;;
19792;climateparliament;1;climate;;
19802;fridaysforfutureke;1;climate;;
19841;sustainabletransport;1;climate;;
19849;futureforall;1;climate;;
19888;saveourplanet;1;climate;;
19899;klimastreik;1;climate;;
19921;onlywecansaveus;1;climate;;
19929;howtosavetheplanet;1;climate;;
19939;jointheregeneration;1;climate;;
19943;greendrinksleed;1;climate;;
19946;recycleable;1;climate;;
19950;drinkingwater;1;climate;;
19956;savewensumvalley;1;climate;;
19980;citizensassembie;1;climate;;
20003;xrdrummerswest;1;climate;;
20023;nutrientdensity;1;climate;;
20029;protectouroceans;1;climate;;
20050;biogeochemical;1;climate;;
20100;stopkronospan;1;climate;;
20106;flightffree;1;climate;;
20119;musicdeclaresemergency;1;climate;;
20122;parentsforfutureglobal;1;climate;;
20175;refurbishdontdemolish;1;climate;;
20213;systemschange;1;climate;;
20215;howtosavethepla;1;climate;;
20226;lovetheearth;1;climate;;
20228;ourhouseisburne;1;climate;;
20230;derbyclimatecoalition;1;climate;;
20231;derbycitycouncil;1;climate;;
20242;climatehealth;1;climate;;
20253;blackcarbon;1;climate;;
20269;idontwantplastic;1;climate;;
20280;lovetheplan;1;climate;;
20335;karuraforest;1;climate;;
20346;planetrepairs;1;climate;;
20347;reparatoryjustice;1;climate;;
20386;plasticfootprint;1;climate;;
20393;guildfordgoeswild;1;climate;;
20398;noexcuseforsingleuse;1;climate;;
20440;criticalmassoxford;1;climate;;
20446;foodproduction;1;climate;;
20447;youarewhatyoueat;1;climate;;
20472;waterbelongstothechildren;1;climate;;
20486;fossilfuelsubsidies;1;climate;;
20535;environmentalimpact;1;climate;;
20542;fridayfor;1;climate;;
20550;ecosytem;1;climate;;
20551;lightpollution;1;climate;;
20564;citizensofearth;1;climate;;
20603;snowrebellion;1;climate;;
20607;detoxthealgorithm;1;climate;;
20615;takeclimateactionnow;1;climate;;
20637;useyourbrainsnomoreplane;1;climate;;
20664;naturebasedsolut;1;climate;;
20719;futuregeneration;1;climate;;
20731;peoplesclimatea;1;climate;;
20743;ecoemergency;1;climate;;
20745;publicconsultation;1;climate;;
20753;reducereuserecycle;1;climate;;
20770;microbiome;1;climate;;
20779;coalkill;1;climate;;
20787;unobtrusive;1;climate;;
20811;environmentalrights;1;climate;;
20819;likeleaveswefall;1;climate;;
20826;stopcarpitalism;1;climate;;
20833;stopairportexpansio;1;climate;;
20840;getclimatechangedone;1;climate;;
20875;climatepolicy;1;climate;;
20914;greenhydrogen;1;climate;;
20917;acidization;1;climate;;
20935;acidi;1;climate;;
20949;joaquinpheonix;1;climate;;
20968;tremendously;1;climate;;
20983;carbonsink;1;climate;;
20993;climatebreakdow;1;climate;;
21053;ecoguard;1;climate;;
21058;climateandec;1;climate;;
21083;monoxide;1;climate;;
21092;climatefuckingemergency;1;climate;;
21095;stopcityairport;1;climate;;
21103;speakupfortheclimate;1;climate;;
21111;peoplesclimateassembly;1;climate;;
21131;climatereality;1;climate;;
21133;climatestripe;1;climate;;
21204;climatesafety;1;climate;;
21245;clmateemergency;1;climate;;
21247;ecolive;1;climate;;
21248;ecolife;1;climate;;
21293;stopsilvertown;1;climate;;
21315;elologicalemergency;1;climate;;
21325;notravelonadeadplanet;1;climate;;
21344;londoncityairport;1;climate;;
21364;indigenousland;1;climate;;
21365;xrbalham;1;climate;;
21379;healthimplication;1;climate;;
21428;indigenousunderattack;1;climate;;
21447;localrebellion;1;climate;;
21465;lovesongsfortheplanet;1;climate;;
21478;xrsuffolksunrise;1;climate;;
21520;fridaysforthefuture;1;climate;;
21521;cleanairmcr;1;climate;;
21565;climateemergen;1;climate;;
21566;climatedenier;1;climate;;
21571;economicslowdown;1;climate;;
21580;xpowertothepeople;1;climate;;
21582;repoweringlondon;1;climate;;
21608;insectapocalypse;1;climate;;
21622;civildiscobedience;1;climate;;
21647;worldwhaleday;1;climate;;
21670;climatevandalism;1;climate;;
21676;canterburyclimateaction;1;climate;;
21683;stopfundinghate;1;climate;;
21686;dontbuythescum;1;climate;;
21714;croydonclimateaction;1;climate;;
21735;climatestr;1;climate;;
21766;climatevalentine;1;climate;;
21767;valetinestotheplanet;1;climate;;
21785;releaseclimateplan;1;climate;;
21805;severefloodwarning;1;climate;;
21806;floodwarning;1;climate;;
21808;africanclimateallience;1;climate;;
21846;l'environnement;1;climate;;
21885;energietr;1;climate;;
21892;extractuntilnothingisintact;1;climate;;
21913;deforestati;1;climate;;
21916;solidarityandenergy;1;climate;;
21927;healthimpactassessment;1;climate;;
21939;cleaneconomy;1;climate;;
21960;upcycled;1;climate;;
21982;releaseclimateplans;1;climate;;
21984;xrsnowflakes;1;climate;;
22001;carboninthesoil;1;climate;;
22004;environmentalists;1;climate;;
22008;ecowatch;1;climate;;
22013;greendebt;1;climate;;
22014;friendoftheriver;1;climate;;
22095;extinctonrebellion;1;climate;;
22151;alloflifeonearth;1;climate;;
22192;lockthegate;1;climate;;
22193;thirdenergy;1;climate;;
22200;hydrochloric;1;climate;;
22213;wearethecanarie;1;climate;;
22214;wearenature;1;climate;;
22216;meatless;1;climate;;
22238;windturbine;1;climate;;
22239;takebackcontrol;1;climate;;
22246;meatfreemonday;1;climate;;
22258;climateemergencysorte;1;climate;;
22263;wearethedeadcanaries;1;climate;;
22306;futureoftourism;1;climate;;
22307;zeroemissions;1;climate;;
22313;rebellionwave;1;climate;;
22337;wiltshireclimatealliance;1;climate;;
22351;climatejusti;1;climate;;
22378;ffosil;1;climate;;
22412;youthstrikeforafutture;1;climate;;
22449;reenergis;1;climate;;
22457;sustainabletravel;1;climate;;
22465;lleaveitintheground;1;climate;;
22524;ecosistemas;1;climate;;
22537;letsgetthetruthoutthere;1;climate;;
22602;peopleassemblie;1;climate;;
22638;standupforwhatyoustandon;1;climate;;
22651;xrfaithbridge;1;climate;;
22654;bioplastic;1;climate;;
22655;biogasification;1;climate;;
22658;bigcompostexperiment;1;climate;;
22685;fridaysforfu;1;climate;;
22688;extinctionrebellionukraine;1;climate;;
22695;stopplasticwaste;1;climate;;
22728;creativerebellion;1;climate;;
22736;protectearth;1;climate;;
22737;protectmothernature;1;climate;;
